"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Address","Cross.Street","Location","Zip.Codes","Census.Tracts","Precinct.Boundaries","LA.Specific.Plans","Council.Districts","Neighborhood.Councils..Certified."
"150716",161917358,"2016-08-28T00:00:00.000","2016-08-28T00:00:00.000",1250,19,"Mission",1967,997,"TRAFFIC COLLISION","3006 3037 3030 3028 3101 3401 3701 4026",35,"M","H",101,"STREET","CANTERBURY                   AV","GARBER                       ST","{'longitude': '-118.4383', 'latitude': '34.2426'}",18907,137,404,NA,3,41
"340562",120121858,"2012-10-19T00:00:00.000","2012-10-19T00:00:00.000",850,1,"Central",191,997,"TRAFFIC COLLISION","3701 3004 3401 3026 3101 3034",63,"M","H",101,"STREET","FIGUEROA                     ST","VENICE                       BL","{'longitude': '-118.27', 'latitude': '34.0375'}",23076,693,1291,NA,9,76
"180590",161605936,"2016-02-19T00:00:00.000","2016-02-17T00:00:00.000",1930,16,"Foothill",1651,997,"TRAFFIC COLLISION","3030 3037 3028 3101 3401 3701 4016 3006",47,"M","X",101,"STREET","BRANFORD                     ST","AMBOY                        AV","{'longitude': '-118.4132', 'latitude': '34.2409'}",18907,156,1058,NA,3,NA
"431137",100219796,"2010-10-24T00:00:00.000","2010-10-24T00:00:00.000",1300,2,"Rampart",203,997,"TRAFFIC COLLISION","",40,"M","H",101,"STREET","VIRGIL                       AV","MARATHON                     ST","{'longitude': '-118.2868', 'latitude': '34.0846'}",23447,436,522,16,8,58
"344245",120815023,"2012-09-21T00:00:00.000","2012-09-21T00:00:00.000",1210,8,"West LA",881,997,"TRAFFIC COLLISION","3036 3101 3401 4027 3004 3035 3701 3026",45,"F","W",101,"STREET","EXPOSITION","BARRINGTON","{'longitude': '-118.4465', 'latitude': '34.0328'}",24029,867,1128,9,10,50
"33849",181517620,"2018-09-10T00:00:00.000","2018-09-10T00:00:00.000",800,15,"N Hollywood",1566,997,"TRAFFIC COLLISION","3008 3026 3037 3101 3401 3701 4026",33,"M","W",101,"STREET","MOORPARK                     ST","VINELAND                     AV","{'longitude': '-118.3703', 'latitude': '34.1504'}",8489,343,701,NA,7,5
"142673",160622051,"2016-10-16T00:00:00.000","2016-10-16T00:00:00.000",2015,6,"Hollywood",678,997,"TRAFFIC COLLISION","3003 3025 3035 3037 3101 3401 3701 4020",46,"M","H",101,"STREET","MELROSE                      AV","HOBART                       BL","{'longitude': '-118.3051', 'latitude': '34.0836'}",23447,438,242,NA,8,57
"71860",180104522,"2018-01-09T00:00:00.000","2018-01-09T00:00:00.000",645,1,"Central",195,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",45,"F","V",101,"STREET","HILL","PICO","{'longitude': '-118.2629', 'latitude': '34.0368'}",23076,693,1291,NA,9,76
"30311",181518908,"2018-10-03T00:00:00.000","2018-10-02T00:00:00.000",1910,15,"N Hollywood",1522,997,"TRAFFIC COLLISION","3008 3026 3037 3101 3401 3701 4026",71,"M","W",101,"STREET","ATOLL                        AV","VANOWEN                      ST","{'longitude': '-118.421', 'latitude': '34.194'}",8888,181,286,NA,5,71
"193185",151017789,"2015-11-21T00:00:00.000","2015-11-21T00:00:00.000",30,10,"West Valley",1065,997,"TRAFFIC COLLISION","3006 3037 3028 3101 3401 3701 4026",26,"F","W",101,"STREET","NEWCASTLE                    AV","MAGNOLIA                     BL","{'longitude': '-118.5243', 'latitude': '34.1654'}",4286,323,325,NA,6,62
"279525",141106730,"2014-03-02T00:00:00.000","2014-03-01T00:00:00.000",2200,11,"Northeast",1122,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026",46,"M","O",101,"STREET","LOS FELIZ                    BL","RIVERSIDE                    DR","{'longitude': '-118.2717', 'latitude': '34.117'}",23445,2326,1325,NA,7,3
"353950",120411781,"2012-07-05T00:00:00.000","2012-07-05T00:00:00.000",1825,4,"Hollenbeck",477,997,"TRAFFIC COLLISION","3101 3401 3701 3036 3030 3004",27,"F","H",101,"STREET","WHITTIER                     BL","CAMULOS                      ST","{'longitude': '-118.209', 'latitude': '34.0314'}",23441,524,351,NA,9,38
"208704",151916208,"2015-08-11T00:00:00.000","2015-08-11T00:00:00.000",1600,19,"Mission",1985,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",21,"F","H",101,"STREET","ARMINTA                      ST","VAN NUYS                     BL","{'longitude': '-118.4493', 'latitude': '34.2264'}",19730,146,417,NA,3,59
"127574",171105077,"2017-01-24T00:00:00.000","2017-01-23T00:00:00.000",1330,11,"Northeast",1146,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",28,"F","H",101,"STREET","COOLIDGE                     AV","BLAKE                        AV","{'longitude': '-118.2449', 'latitude': '34.1042'}",23670,393,832,NA,8,22
"276486",141508288,"2014-03-26T00:00:00.000","2014-03-25T00:00:00.000",1935,15,"N Hollywood",1599,997,"TRAFFIC COLLISION","3004 3036 3029 3026 3101 3401 3701 4015 0605",62,"M","W",101,"STREET","BARHAM                       BL","WC FIELDS                    DR","{'longitude': '-118.3568', 'latitude': '34.1284'}",24033,350,713,11,7,82
"16098",191804017,"2019-01-01T00:00:00.000","2018-12-31T00:00:00.000",1750,18,"Southeast",1846,997,"TRAFFIC COLLISION","4025 3037 3003 3024 3101",34,"M","B",101,"STREET","PARMELEE                     AV","IMPERIAL                     HY","{'longitude': '-118.2502', 'latitude': '33.9323'}",24354,821,1186,7,15,40
"336571",121322781,"2012-11-20T00:00:00.000","2012-11-20T00:00:00.000",600,13,"Newton",1372,997,"TRAFFIC COLLISION","3024 3101 3401 3701 3004 3029",48,"M","B",101,"STREET","SLAUSON","AVALON                       BL","{'longitude': '-118.2652', 'latitude': '33.9893'}",22727,725,895,7,13,NA
"32841",180816490,"2018-09-16T00:00:00.000","2018-09-16T00:00:00.000",1110,8,"West LA",889,997,"TRAFFIC COLLISION","3004 3026 3035 3037 3101 3401 3701 4008",54,"F","W",101,"STREET","LA CIENEGA","SAWYER","{'longitude': '-118.3764', 'latitude': '34.0426'}",23666,887,834,NA,12,95
"389547",111321524,"2011-09-23T00:00:00.000","2011-09-23T00:00:00.000",1745,13,"Newton",1352,997,"TRAFFIC COLLISION","",46,"F","H",101,"STREET","VERNON                       AV","TOWNE                        ST","{'longitude': '-118.2676', 'latitude': '34.0039'}",22727,716,1342,7,13,NA
"34966",181318474,"2018-09-02T00:00:00.000","2018-09-02T00:00:00.000",10,13,"Newton",1362,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3026",NA,"F","H",101,"STREET","SAN PEDRO","51ST","{'longitude': '-118.2701', 'latitude': '33.9966'}",22727,724,895,7,13,NA
"269947",141009788,"2014-05-17T00:00:00.000","2014-05-17T00:00:00.000",730,10,"West Valley",1065,997,"TRAFFIC COLLISION","3006 3030 3028 3037 3101 3401 3701 4010",75,"M","O",101,"STREET","YARMOUTH                     AV","N  MAGNOLIA                     BL","{'longitude': '-118.5203', 'latitude': '34.1654'}",4286,324,1284,NA,6,62
"247572",142117779,"2014-11-02T00:00:00.000","2014-11-02T00:00:00.000",1220,21,"Topanga",2173,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4021 1501",47,"F","O",101,"STREET","LEONORA                      DR","WOODLAKE","{'longitude': '-118.6315', 'latitude': '34.1634'}",19347,303,1553,NA,4,49
"232102",150307423,"2015-02-26T00:00:00.000","2015-02-26T00:00:00.000",1200,3,"Southwest",358,997,"TRAFFIC COLLISION","4025 3003 3024 3034 3103",22,"F","A",101,"STREET","JEFFERSON                    BL","MCCLINTOCK                   AV","{'longitude': '-118.287', 'latitude': '34.0251'}",22724,685,976,7,13,32
"453835",100312530,"2010-05-04T00:00:00.000","2010-04-21T00:00:00.000",430,3,"Southwest",363,997,"TRAFFIC COLLISION","0605",30,"M","G",101,"STREET","39TH                         ST","SOMERSET                     DR","{'longitude': '-118.338', 'latitude': '34.0153'}",22725,761,1024,7,12,54
"306471",131916539,"2013-07-29T00:00:00.000","2013-07-28T00:00:00.000",2155,19,"Mission",1902,997,"TRAFFIC COLLISION","3006 3030 3036 3025 4019 3101 3401 3701",NA,"F","X",101,"STREET","BORDEN                       AV","LARKSPUR                     ST","{'longitude': '-118.459', 'latitude': '34.3197'}",18912,45,291,NA,1,47
"364838",120909305,"2012-04-07T00:00:00.000","2012-04-07T00:00:00.000",1230,9,"Van Nuys",923,997,"TRAFFIC COLLISION","3004 3030 3036 3101 3401 3701",48,"F","H",101,"STREET","BALBOA","DEVONSHIRE","{'longitude': '-118.5023', 'latitude': '34.2575'}",19329,85,1420,39,2,88
"150100",160619060,"2016-08-31T00:00:00.000","2016-08-31T00:00:00.000",115,6,"Hollywood",668,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",99,"M","O",101,"STREET","WILTON","LA MIRADA","{'longitude': '-118.3136', 'latitude': '34.0938'}",23669,425,517,NA,8,57
"208908",150618106,"2015-08-11T00:00:00.000","2015-08-10T00:00:00.000",1900,6,"Hollywood",622,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4006",40,"M","W",101,"STREET","FULLER                       AV","FRANKLIN                     AV","{'longitude': '-118.3489', 'latitude': '34.1035'}",23677,456,904,NA,7,82
"54322",180210717,"2018-05-01T00:00:00.000","2018-05-01T00:00:00.000",1010,2,"Rampart",215,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3025 3036",25,"F","A",101,"STREET","W  TEMPLE                       ST","RENO                         ST","{'longitude': '-118.2793', 'latitude': '34.0745'}",23444,472,941,NA,8,80
"396148",110714195,"2011-08-29T00:00:00.000","2011-08-03T00:00:00.000",15,7,"Wilshire",765,997,"TRAFFIC COLLISION","",53,"M","O",101,"STREET","LA BREA                      AV","VENICE                       BL","{'longitude': '-118.3453', 'latitude': '34.046'}",23080,652,1109,NA,12,NA
"175434",160707435,"2016-03-21T00:00:00.000","2016-03-21T00:00:00.000",1045,7,"Wilshire",758,997,"TRAFFIC COLLISION","3008 3026 3034 3036 3101 3401 3701 4027",59,"M","A",101,"STREET","PICO                         BL","MULLEN                       AV","{'longitude': '-118.3357', 'latitude': '34.0487'}",23080,647,1508,NA,12,69
"288754",130718657,"2013-12-14T00:00:00.000","2013-12-14T00:00:00.000",1325,7,"Wilshire",747,997,"TRAFFIC COLLISION","3004 3026 3035 3036 3101 3401 3701 4027",62,"M","W",101,"STREET","8TH                          ST","HIGHLAND                     AV","{'longitude': '-118.3387', 'latitude': '34.0604'}",23667,636,220,NA,7,86
"49742",182012127,"2018-06-01T00:00:00.000","2018-06-01T00:00:00.000",1635,20,"Olympic",2027,997,"TRAFFIC COLLISION","3003 3025 3035 3037 3101 3401 3701 4020",34,"M","A",101,"STREET","NEW HAMPSHIRE                AV","N  WILSHIRE                     BL","{'longitude': '-118.2929', 'latitude': '34.0618'}",22722,597,1316,NA,12,89
"163237",160212037,"2016-06-08T00:00:00.000","2016-06-08T00:00:00.000",1735,2,"Rampart",212,997,"TRAFFIC COLLISION","0605 3101 3401 3701 3004 3036 3026",28,"M","W",101,"STREET","VIRGIL                       AV","MIDDLEBURY                   ST","{'longitude': '-118.2868', 'latitude': '34.0794'}",22721,455,507,16,8,58
"198996",151614751,"2015-10-15T00:00:00.000","2015-10-14T00:00:00.000",2110,16,"Foothill",1684,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3102 3401 3701 4026 3032",35,"F","H",101,"STREET","ROSCOE                       BL","LAUREL CANYON                BL","{'longitude': '-118.3965', 'latitude': '34.2217'}",19335,152,264,NA,3,21
"22494",181822602,"2018-11-19T00:00:00.000","2018-11-18T00:00:00.000",1950,18,"Southeast",1849,997,"TRAFFIC COLLISION","4025 3026 3101 3036 3004",41,"M","B",101,"STREET","WILMINGTON","113TH                        ST","{'longitude': '-118.239', 'latitude': '33.9325'}",24354,824,1185,7,15,40
"89305",170125442,"2017-09-23T00:00:00.000","2017-09-23T00:00:00.000",815,1,"Central",145,997,"TRAFFIC COLLISION","3101 3401 3701 3003 3025 3029 0605",NA,"X","X",101,"STREET","4TH","LOS ANGELES","{'longitude': '-118.2462', 'latitude': '34.0473'}",23074,542,1502,NA,9,76
"432817",100919707,"2010-10-11T00:00:00.000","2010-10-11T00:00:00.000",1000,9,"Van Nuys",952,997,"TRAFFIC COLLISION","",49,"F","H",101,"STREET","BURBANK                      BL","NOBLE                        AV","{'longitude': '-118.4618', 'latitude': '34.1721'}",19735,247,666,NA,7,83
"211876",151315032,"2015-07-20T00:00:00.000","2015-07-20T00:00:00.000",1220,13,"Newton",1393,997,"TRAFFIC COLLISION","3101 3401 3701 3003 3026",56,"M","H",101,"STREET","GRAND                        AV","27TH                         ST","{'longitude': '-118.2761', 'latitude': '33.9786'}",22352,787,995,7,13,46
"394153",110814341,"2011-08-19T00:00:00.000","2011-08-18T00:00:00.000",1600,8,"West LA",857,997,"TRAFFIC COLLISION","0605",65,"F","O",101,"STREET","MONTE MAR","BEVERLY                      DR","{'longitude': '-118.3953', 'latitude': '34.0494'}",23666,875,824,NA,6,95
"395586",110619893,"2011-08-08T00:00:00.000","2011-08-07T00:00:00.000",215,6,"Hollywood",666,997,"TRAFFIC COLLISION","",29,"M","W",101,"STREET","FOUNTAIN                     AV","VINE                         ST","{'longitude': '-118.3266', 'latitude': '34.0944'}",23446,423,539,NA,8,34
"188937",150718752,"2015-12-19T00:00:00.000","2015-12-19T00:00:00.000",1500,7,"Wilshire",758,997,"TRAFFIC COLLISION","3006 3026 3029 3035 3037 3101 3401 3701 4027",30,"F","H",108,"PARKING LOT","MULLEN                       AV","PICO                         BL","{'longitude': '-118.3357', 'latitude': '34.0487'}",23080,647,1508,NA,12,69
"453148",100510056,"2010-04-27T00:00:00.000","2010-04-27T00:00:00.000",1600,5,"Harbor",503,997,"TRAFFIC COLLISION","",NA,"F","B",101,"STREET","MARIGOLD                     AV","255TH                        ST","{'longitude': '-118.2959', 'latitude': '33.7928'}",26327,957,1288,NA,15,29
"250002",141222728,"2014-10-16T00:00:00.000","2014-10-16T00:00:00.000",1430,12,"77th Street",1245,997,"TRAFFIC COLLISION","4025 3003 3036 3101",37,"M","B",101,"STREET","NORMANDIE                    AV","86TH                         ST","{'longitude': '-118.2981', 'latitude': '33.9789'}",23675,772,1054,7,14,35
"62694",180406941,"2018-03-08T00:00:00.000","2018-03-08T00:00:00.000",1625,4,"Hollenbeck",467,997,"TRAFFIC COLLISION","0605 3101 3401 3701 3004 3030",21,"M","H",101,"STREET","SOTO                         ST","6TH                          ST","{'longitude': '-118.2137', 'latitude': '34.0375'}",23450,523,239,NA,9,38
"201794",151015326,"2015-09-26T00:00:00.000","2015-09-26T00:00:00.000",1850,10,"West Valley",1076,997,"TRAFFIC COLLISION","3014 3036 3028 3030 3101 3401 3701 4026",99,"M","W",101,"STREET","MAGNOLIA                     BL","LIBBIT                       AV","{'longitude': '-118.488', 'latitude': '34.1649'}",19737,326,1363,NA,6,62
"462863",101605791,"2010-02-08T00:00:00.000","2010-02-07T00:00:00.000",15,16,"Foothill",1675,997,"TRAFFIC COLLISION","0605",22,"M","O",101,"STREET","GLENOAKS                     BL","PENROSE                      ST","{'longitude': '-118.3682', 'latitude': '34.2316'}",19335,155,1371,8,3,21
"265113",140410774,"2014-06-25T00:00:00.000","2014-06-24T00:00:00.000",1230,4,"Hollenbeck",423,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030 3104",69,"M","A",101,"STREET","MAIN","DALY","{'longitude': '-118.2142', 'latitude': '34.066'}",23448,494,721,NA,11,1
"245193",140919333,"2014-11-21T00:00:00.000","2014-11-20T00:00:00.000",2135,9,"Van Nuys",955,997,"TRAFFIC COLLISION","3003 3036 3025 3101 3401 3701 4026",23,"M","W",101,"STREET","MAGNOLIA                     BL","HAZELTINE                    AV","{'longitude': '-118.44', 'latitude': '34.1649'}",19736,242,416,NA,7,83
"146905",160620394,"2016-09-21T00:00:00.000","2016-09-20T00:00:00.000",2130,6,"Hollywood",643,997,"TRAFFIC COLLISION","3009 3024 3035 3036 3101 3401 3701 4027",NA,"M","O",101,"STREET","SUNSET                       BL","POINSETTIA                   PL","{'longitude': '-118.3479', 'latitude': '34.098'}",23677,412,863,NA,7,82
"35283",181817994,"2018-08-31T00:00:00.000","2018-08-31T00:00:00.000",300,18,"Southeast",1846,997,"TRAFFIC COLLISION","0605 3028 3030 3037 3004",47,"F","B",101,"STREET","PARMELEE                     AV","112TH                        ST","{'longitude': '-118.2502', 'latitude': '33.9326'}",24354,821,1186,7,15,40
"195366",150919409,"2015-11-07T00:00:00.000","2015-11-07T00:00:00.000",1635,9,"Van Nuys",933,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",33,"M","H",101,"STREET","VICTORY                      BL","VAN NUYS                     BL","{'longitude': '-118.4487', 'latitude': '34.1867'}",19729,236,290,NA,3,18
"7655",191407613,"2019-02-28T00:00:00.000","2019-02-28T00:00:00.000",800,14,"Pacific",1459,997,"TRAFFIC COLLISION","3101 3004 3026 3035 3036 3401 3701 4027",56,"M","A",101,"STREET","BRADDOCK                     DR","SAWTELLE                     BL","{'longitude': '-118.4088', 'latitude': '34.0002'}",24678,917,1138,10,10,85
"43390",181514318,"2018-07-12T00:00:00.000","2018-07-12T00:00:00.000",1545,15,"N Hollywood",1555,997,"TRAFFIC COLLISION","3006 3037 3030 3028 3101 3401 3701 4026",53,"M","H",101,"STREET","KLING                        ST","VINELAND                     AV","{'longitude': '-118.3703', 'latitude': '34.1556'}",8489,211,1231,NA,5,13
"402194",110411042,"2011-06-22T00:00:00.000","2011-06-15T00:00:00.000",2300,4,"Hollenbeck",467,997,"TRAFFIC COLLISION","",58,"M","H",101,"STREET","400 S  MATHEWS                      ST","","{'longitude': '-118.2106', 'latitude': '34.0401'}",23450,520,239,NA,9,38
"260369",141217638,"2014-08-02T00:00:00.000","2014-08-01T00:00:00.000",1830,12,"77th Street",1243,997,"TRAFFIC COLLISION","3004 3026 3101 4012",38,"F","B",101,"STREET","WESTERN                      AV","70TH                         ST","{'longitude': '-118.309', 'latitude': '33.9762'}",23678,770,1061,7,14,35
"67451",180405648,"2018-02-07T00:00:00.000","2018-02-07T00:00:00.000",1525,4,"Hollenbeck",428,997,"TRAFFIC COLLISION","3101 3401 3701 3008 3025 3030 3036",NA,"M","H",101,"STREET","TEMPLETON","PORTOLA","{'longitude': '-118.173', 'latitude': '34.0827'}",23449,503,611,NA,9,91
"91943",170619170,"2017-09-06T00:00:00.000","2017-09-06T00:00:00.000",1800,6,"Hollywood",667,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4006",27,"F","O",101,"STREET","SUNSET","GOWER","{'longitude': '-118.3223', 'latitude': '34.098'}",23446,423,539,NA,8,57
"158623",160712215,"2016-07-08T00:00:00.000","2016-07-08T00:00:00.000",1331,7,"Wilshire",763,997,"TRAFFIC COLLISION","3004 3026 3035 3037 3101 3401 3701 4027",32,"M","W",101,"STREET","FAIRFAX                      AV","PACKARD                      ST","{'longitude': '-118.364', 'latitude': '34.0469'}",23080,643,1350,NA,12,23
"376954",121404346,"2012-01-02T00:00:00.000","2012-01-02T00:00:00.000",2200,14,"Pacific",1414,997,"TRAFFIC COLLISION","0605",42,"M","W",101,"STREET","BROOKS                       AV","7TH                          ST","{'longitude': '-118.4662', 'latitude': '33.9968'}",25073,906,850,10,10,30
"7679",190207201,"2019-02-28T00:00:00.000","2019-02-28T00:00:00.000",820,2,"Rampart",246,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030 3036",40,"F","H",101,"STREET","7TH","ALVARADO","{'longitude': '-118.2768', 'latitude': '34.0565'}",24352,559,884,NA,11,63
"438268",101015789,"2010-08-29T00:00:00.000","2010-08-28T00:00:00.000",1550,10,"West Valley",1063,997,"TRAFFIC COLLISION","1501",52,"F","O",101,"STREET","RESEDA                       BL","N  BURBANK                      BL","{'longitude': '-118.536', 'latitude': '34.1729'}",19339,320,587,6,4,10
"411544",111508561,"2011-03-30T00:00:00.000","2011-03-30T00:00:00.000",1835,15,"N Hollywood",1599,997,"TRAFFIC COLLISION","",28,"F","H",101,"STREET","CAHUENGA                     BL","UNIVERSAL STUDIOS            BL","{'longitude': '-118.3529', 'latitude': '34.1321'}",24033,350,713,6,7,82
"119660",170707142,"2017-03-14T00:00:00.000","2017-03-14T00:00:00.000",710,7,"Wilshire",742,997,"TRAFFIC COLLISION","3006 3028 3030 3034 3037 3101 3401 3701 4027",NA,"","",101,"STREET","SWEETZER                     AV","WILSHIRE                     BL","{'longitude': '-118.3681', 'latitude': '34.0611'}",23679,638,812,NA,6,26
"267892",141512128,"2014-06-06T00:00:00.000","2014-06-02T00:00:00.000",1730,15,"N Hollywood",1569,997,"TRAFFIC COLLISION","3005 3037 3028 3030 3101 3401 3701 4015 0605",26,"F","B",101,"STREET","RIVERSIDE                    DR","FORMAN                       ST","{'longitude': '-118.3527', 'latitude': '34.1522'}",8489,342,702,NA,7,5
"72327",181604277,"2018-01-06T00:00:00.000","2018-01-06T00:00:00.000",530,16,"Foothill",1675,997,"TRAFFIC COLLISION","3004 3037 3025 3101 3401 3701 4016",49,"M","H",101,"STREET","PENDLETON                    ST","GLENOAKS                     BL","{'longitude': '-118.3761', 'latitude': '34.2364'}",19335,155,1371,NA,3,21
"340311",120220084,"2012-10-21T00:00:00.000","2012-10-21T00:00:00.000",2200,2,"Rampart",256,997,"TRAFFIC COLLISION","3004 0605 3101 3401 3701 3030",74,"M","W",101,"STREET","WILSHIRE                     BL","UNION","{'longitude': '-118.2719', 'latitude': '34.0562'}",23078,561,836,NA,11,68
"72924",181204063,"2018-01-01T00:00:00.000","2018-01-01T00:00:00.000",1125,12,"77th Street",1239,997,"TRAFFIC COLLISION","4025 3028 3030 3101 3037 3004",55,"M","O",108,"PARKING LOT","W  SLAUSON                      AV","S  VERMONT                      AV","{'longitude': '-118.2915', 'latitude': '33.9892'}",23668,744,1156,7,13,2
"56950",180808882,"2018-04-14T00:00:00.000","2018-04-14T00:00:00.000",1520,8,"West LA",814,997,"TRAFFIC COLLISION","3004 3025 3034 3037 3101 3401 3701 4008",45,"M","H",101,"STREET","SUNSET                       BL","BARRINGTON                   PL","{'longitude': '-118.4704', 'latitude': '34.0665'}",23680,831,769,NA,10,NA
"182694",161206306,"2016-02-03T00:00:00.000","2016-02-03T00:00:00.000",925,12,"77th Street",1259,997,"TRAFFIC COLLISION","4012 3029 3101 3004 3026 3036",NA,"M","O",101,"STREET","CENTRAL                      AV","FLORENCE                     AV","{'longitude': '-118.2564', 'latitude': '33.9748'}",22350,789,95,7,13,46
"93943",171817481,"2017-08-25T00:00:00.000","2017-08-24T00:00:00.000",2320,18,"Southeast",1834,997,"TRAFFIC COLLISION","4025 3037 3008 3025 3602 3101",65,"M","B",101,"STREET","AVALON                       BL","104TH                        ST","{'longitude': '-118.2652', 'latitude': '33.9419'}",22352,807,359,7,14,45
"275837",142107931,"2014-03-30T00:00:00.000","2014-03-30T00:00:00.000",1725,21,"Topanga",2143,997,"TRAFFIC COLLISION","3006 3037 3032 3028 3030 3102 3401 3701 4026",65,"F","W",101,"STREET","FALLBROOK","CRISWELL","{'longitude': '-118.6234', 'latitude': '34.1907'}",4283,300,1475,NA,2,44
"182296",161905953,"2016-02-06T00:00:00.000","2016-02-06T00:00:00.000",1430,19,"Mission",1907,997,"TRAFFIC COLLISION","3011 3028 3034 3037 3101 3401 3701 4026",NA,"M","W",101,"STREET","SAYRE                        ST","GLADSTONE                    AV","{'longitude': '-118.4308', 'latitude': '34.3128'}",18912,38,289,NA,1,47
"246521",141820036,"2014-11-11T00:00:00.000","2014-11-10T00:00:00.000",2040,18,"Southeast",1837,997,"TRAFFIC COLLISION","3004 3026 3029 3101 4018 3036",39,"M","B",101,"STREET","COMPTON                      AV","115TH                        ST","{'longitude': '-118.2463', 'latitude': '33.9303'}",24354,821,1186,7,15,40
"62702",180807090,"2018-03-09T00:00:00.000","2018-03-08T00:00:00.000",2035,8,"West LA",808,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",30,"M","W",101,"STREET","ANTHONY                      PL","CLEAR VIEW                   DR","{'longitude': '-118.4341', 'latitude': '34.1034'}",24346,826,724,NA,6,81
"228958",151007221,"2015-03-21T00:00:00.000","2015-03-20T00:00:00.000",1700,10,"West Valley",1065,997,"TRAFFIC COLLISION","3006 3030 3028 3037 3101 3701 4026",49,"F","O",101,"STREET","KILLION                      ST","ZELZAH                       AV","{'longitude': '-118.522', 'latitude': '34.1709'}",4286,324,1284,NA,6,62
"146597",161614294,"2016-09-22T00:00:00.000","2016-09-22T00:00:00.000",715,16,"Foothill",1611,997,"TRAFFIC COLLISION","",NA,"F","W",101,"STREET","FIGUEROA","23RD","{'longitude': '-118.4264', 'latitude': '34.279'}",18910,23,375,NA,1,11
"147049",160715358,"2016-09-20T00:00:00.000","2016-09-19T00:00:00.000",2035,7,"Wilshire",764,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4014",29,"M","W",101,"STREET","PICO","SIERRA BONITA","{'longitude': '-118.3588', 'latitude': '34.0494'}",23080,646,1349,NA,12,23
"443671",101013615,"2010-07-15T00:00:00.000","2010-07-14T00:00:00.000",1505,10,"West Valley",1028,997,"TRAFFIC COLLISION","",NA,"M","O",101,"STREET","SHERMAN                      WY","BALBOA                       BL","{'longitude': '-118.5011', 'latitude': '34.2012'}",19734,263,436,NA,3,61
"109665",170911047,"2017-05-16T00:00:00.000","2017-05-16T00:00:00.000",1740,9,"Van Nuys",979,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4026",61,"M","W",101,"STREET","SARAH","COLDWATER CA","{'longitude': '-118.4181', 'latitude': '34.1536'}",8492,345,1230,NA,5,84
"44037",181218030,"2018-07-08T00:00:00.000","2018-07-08T00:00:00.000",1600,12,"77th Street",1241,997,"TRAFFIC COLLISION","4012 3036 3004 3026 3101",56,"M","B",101,"STREET","CRENSHAW                     BL","63RD                         ST","{'longitude': '-118.3309', 'latitude': '33.9829'}",23674,756,1038,7,14,24
"62009",181209239,"2018-03-12T00:00:00.000","2018-03-12T00:00:00.000",2350,12,"77th Street",1245,997,"TRAFFIC COLLISION","0605 4012 3028 3030 3101 3037 3004",40,"M","H",101,"STREET","GAGE                         AV","NORMANDIE                    AV","{'longitude': '-118.3003', 'latitude': '33.9824'}",23678,768,1158,7,14,35
"81754",170718259,"2017-11-07T00:00:00.000","2017-11-07T00:00:00.000",15,7,"Wilshire",782,997,"TRAFFIC COLLISION","3004 3025 3035 3101 3401 3701 4007 3036",NA,"F","B",101,"STREET","S  LA BREA                      AV","21ST                         ST","{'longitude': '-118.3717', 'latitude': '34.0387'}",23451,887,1104,NA,12,69
"311499",131914097,"2013-06-18T00:00:00.000","2013-06-16T00:00:00.000",2100,19,"Mission",1993,997,"TRAFFIC COLLISION","3004 3026 3101 3401 3701 4019",71,"F","O",101,"STREET","ROSCOE                       BL","BURNET","{'longitude': '-118.4634', 'latitude': '34.2215'}",18914,127,452,NA,3,73
"389581",110715376,"2011-09-23T00:00:00.000","2011-09-23T00:00:00.000",2310,7,"Wilshire",745,997,"TRAFFIC COLLISION","0110",24,"M","H",101,"STREET","OLYMPIC                      BL","LA BREA                      AV","{'longitude': '-118.3459', 'latitude': '34.0572'}",23080,637,1507,NA,12,23
