"","Row original","Division of Records","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting Distric","Crime Code","Crime Code Description","Modus Operandi Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Address","Cross Street","Location","Zip Codes","Census Tracts","Precint Boundaries","LA Specific Plans","Council Districts","Neighborhood Councils"
"4752",163764,161111443,"2016-06-05","2016-06-05",1115,11,"Northeast",1151,997,"TRAFFIC COLLISION","",45,"M","B",101,"STREET","ALEXANDRIA","SUNSET","{'longitude': '-118.2984', 'latitude': '34.0981'}",23445,430,456,16,8,58
"4753",173129,160310411,"2016-04-07","2016-04-05",1335,3,"Southwest",301,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","FAIRFAX                      AV","ADAMS                        BL","{'longitude': '-118.3708', 'latitude': '34.0325'}",24679,2139,68,NA,NA,NA
"4754",192919,151820846,"2015-11-22","2015-11-22",1800,18,"Southeast",1834,997,"TRAFFIC COLLISION","0605 3004 3028 3030 3101 4018",NA,"X","X",101,"STREET","AVALON                       BL","108TH                        ST","{'longitude': '-118.2652', 'latitude': '33.9383'}",24355,808,1190,7,14,45
"4755",432399,101121224,"2010-10-14","2010-10-14",955,11,"Northeast",1151,997,"TRAFFIC COLLISION","",56,"M","H",101,"STREET","SUNSET                       BL","ALEXANDRIA                   AV","{'longitude': '-118.2983', 'latitude': '34.0981'}",23445,430,456,16,8,58
"4756",108416,170911439,"2017-05-24","2017-05-24",1140,9,"Van Nuys",981,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",68,"F","O",101,"STREET","SEPULVEDA","VALLEY VISTA","{'longitude': '-118.4674', 'latitude': '34.15'}",19732,335,679,NA,7,83
"4757",378582,111925098,"2011-12-20","2011-12-19",2205,19,"Mission",1902,997,"TRAFFIC COLLISION","",28,"F","H",101,"STREET","POLK                         ST","FOOTHILL                     BL","{'longitude': '-118.4438', 'latitude': '34.3129'}",18912,44,1529,NA,1,47
"4758",237799,150704608,"2015-01-15","2015-01-15",1150,7,"Wilshire",788,997,"TRAFFIC COLLISION","3004 3025 3035 3036 3101 3401 3701 4027",64,"M","H",101,"STREET","CRENSHAW","23RD","{'longitude': '-118.3333', 'latitude': '34.0359'}",23077,656,1111,NA,12,69
"4759",160881,160512108,"2016-06-23","2016-06-23",1230,5,"Harbor",521,997,"TRAFFIC COLLISION","4025 3037 3004 3034 3028 3101",50,"M","H",101,"STREET","GAFFEY                       ST","BATTERY                      ST","{'longitude': '-118.2922', 'latitude': '33.7548'}",3342,968,381,NA,15,25
"4760",465577,102104965,"2010-01-18","2010-01-17",2130,21,"Topanga",2143,997,"TRAFFIC COLLISION","",26,"M","W",101,"STREET","FALLBROOK                    AV","OXNARD                       ST","{'longitude': '-118.6233', 'latitude': '34.1792'}",19347,296,321,NA,4,49
"4761",390495,110217526,"2011-09-16","2011-09-16",715,2,"Rampart",215,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","LONDON                       ST","BENTON                       WY","{'longitude': '-118.2744', 'latitude': '34.075'}",23444,472,612,NA,8,80
"4762",398266,110214017,"2011-07-17","2011-07-17",525,2,"Rampart",246,997,"TRAFFIC COLLISION","",30,"M","K",101,"STREET","3RD                          ST","BONNIE BRAE                  ST","{'longitude': '-118.2714', 'latitude': '34.0625'}",24352,551,518,NA,8,67
"4763",175466,161508681,"2016-03-28","2016-03-21",1140,15,"N Hollywood",1553,997,"TRAFFIC COLLISION","",NA,"M","W",101,"STREET","HOLLYWOOD                    FY","RIVERSIDE                    DR","{'longitude': '-118.3796', 'latitude': '34.1577'}",8489,207,322,NA,5,39
"4764",212059,151914902,"2015-07-19","2015-07-19",1545,19,"Mission",1991,997,"TRAFFIC COLLISION","3004 3026 3101 3401 3701 4019 3037",59,"M","O",101,"STREET","ROSCOE                       BL","ORION                        AV","{'longitude': '-118.4721', 'latitude': '34.2214'}",18914,124,420,NA,3,73
"4765",145311,161224451,"2016-10-01","2016-09-30",2230,12,"77th Street",1253,997,"TRAFFIC COLLISION","4025 3036 3004 3026 3101",NA,"M","B",101,"STREET","FLORENCE                     AV","CIMARRON                     ST","{'longitude': '-118.3159', 'latitude': '33.9746'}",23678,770,1060,7,14,35
"4766",430312,102023010,"2010-10-31","2010-10-31",300,20,"Olympic",2015,997,"TRAFFIC COLLISION","",33,"F","H",101,"STREET","BEVERLY                      BL","MARIPOSA                     AV","{'longitude': '-118.2994', 'latitude': '34.0763'}",22721,454,455,NA,8,89
"4767",9151,190806238,"2019-02-17","2019-02-17",1345,8,"West LA",811,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 4008 3701",28,"M","A",101,"STREET","17900    PACIFIC COAST                HY","","{'longitude': '-118.5512', 'latitude': '34.0561'}",25066,836,1390,NA,10,NA
"4768",215705,150615104,"2015-06-23","2015-06-23",2135,6,"Hollywood",645,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3036 3101 3401 3701 4006 0605",23,"M","O",101,"STREET","HIGHLAND                     AV","HOLLYWOOD                    BL","{'longitude': '-118.3387', 'latitude': '34.1016'}",23446,414,1303,NA,8,82
"4769",192904,150325222,"2015-11-23","2015-11-23",1330,3,"Southwest",363,997,"TRAFFIC COLLISION","3004 3028 3030 3101 4003",24,"F","H",101,"STREET","MARTIN LUTHER KING JR","CRENSHAW","{'longitude': '-118.3351', 'latitude': '34.011'}",22725,761,1024,7,12,54
"4770",296342,131016426,"2013-10-16","2013-10-16",1150,10,"West Valley",1017,997,"TRAFFIC COLLISION","3004 3037 3034 3101 3401 3701 4026",68,"M","W",101,"STREET","LEESCOTT                     AV","COVELLO                      ST","{'longitude': '-118.5042', 'latitude': '34.2076'}",19734,259,315,NA,3,61
"4771",345105,121615421,"2012-09-14","2012-09-14",750,16,"Foothill",1689,997,"TRAFFIC COLLISION","3006 3026 0605 3037 3101 3401 3701 4016",20,"F","H",101,"STREET","SAN FERNANDO                 RD","PENROSE                      ST","{'longitude': '-118.377', 'latitude': '34.2251'}",19335,166,272,NA,3,21
"4772",197936,150918543,"2015-10-21","2015-10-21",700,9,"Van Nuys",991,997,"TRAFFIC COLLISION","3004 3036 3030 3028 3101 3401 3701 4026",28,"M","B",101,"STREET","STONE CANYON                 AV","LIMESTONE                    PL","{'longitude': '-118.4591', 'latitude': '34.1386'}",19732,340,685,11,7,83
"4773",371519,122006436,"2012-02-15","2012-02-15",1000,20,"Olympic",2015,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3034 3037",79,"M","W",101,"STREET","3RD                          ST","NORMANDIE                    AV","{'longitude': '-118.3004', 'latitude': '34.069'}",23081,592,1028,NA,12,89
"4774",120036,170807267,"2017-03-12","2017-03-12",1530,8,"West LA",836,997,"TRAFFIC COLLISION","3004 3028 3030 3036 3035 3101 3401 3701 4008",83,"F","W",101,"STREET","BEVERLY GLEN                 BL","SANTA MONICA                 BL","{'longitude': '-118.4239', 'latitude': '34.0573'}",23443,859,739,9,6,75
"4775",136013,160519336,"2016-11-29","2016-11-28",2050,5,"Harbor",514,997,"TRAFFIC COLLISION","4024 3037 3004 3026 3101",55,"F","W",101,"STREET","WILMINGTON                   BL","PACIFIC COAST                HY","{'longitude': '-118.275', 'latitude': '33.7905'}",3350,959,641,NA,15,15
"4776",100035,171013152,"2017-07-17","2017-07-17",1410,10,"West Valley",1045,997,"TRAFFIC COLLISION","4010 3006 3037 3026 3101 3401 3701",NA,"M","O",101,"STREET","BURBANK                      BL","LINDLEY                      AV","{'longitude': '-118.5273', 'latitude': '34.1723'}",19339,316,341,NA,4,10
"4777",456448,102108868,"2010-03-31","2010-03-31",1200,21,"Topanga",2173,997,"TRAFFIC COLLISION","1501",22,"M","W",101,"STREET","VENTURA                      BL","FALLBROOK                    AV","{'longitude': '-118.6233', 'latitude': '34.166'}",19346,303,1555,6,4,49
"4778",296867,130623145,"2013-10-12","2013-10-11",2335,6,"Hollywood",646,997,"TRAFFIC COLLISION","4027 3004 3026 3034 3035 3037 3101 3401 3701",30,"M","O",101,"STREET","HIGHLAND                     AV","HOLLYWOOD                    BL","{'longitude': '-118.3387', 'latitude': '34.1016'}",23446,414,1303,NA,8,82
"4779",400298,110513207,"2011-06-30","2011-06-30",1400,5,"Harbor",501,997,"TRAFFIC COLLISION","",20,"F","B",101,"STREET","190TH                        ST","NORMANDIE                    AV","{'longitude': '-118.2993', 'latitude': '33.8583'}",25716,944,798,NA,15,55
"4780",201168,150715353,"2015-09-30","2015-09-30",55,7,"Wilshire",762,997,"TRAFFIC COLLISION","3004 3026 3035 3037 3101 3401 3701 4027",28,"F","O",101,"STREET","LA CIENEGA                   BL","PICO                         BL","{'longitude': '-118.3762', 'latitude': '34.0534'}",23666,639,828,NA,6,95
"4781",164832,161312852,"2016-05-29","2016-05-29",2130,13,"Newton",1367,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3036 3029 3026 3602",35,"M","H",101,"STREET","CENTRAL                      AV","47TH                         ST","{'longitude': '-118.2432', 'latitude': '33.9993'}",22727,720,982,7,13,51
"4782",285045,140105090,"2014-01-16","2014-01-16",1735,1,"Central",159,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3029 3026",25,"F","W",101,"STREET","ALAMEDA","3RD","{'longitude': '-118.2381', 'latitude': '34.0452'}",23074,536,1018,NA,9,28
"4783",213995,150411708,"2015-07-05","2015-07-05",1125,4,"Hollenbeck",448,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",23,"M","H",101,"STREET","SOTO                         ST","ZONAL                        AV","{'longitude': '-118.2005', 'latitude': '34.0584'}",23450,510,488,NA,9,1
"4784",56242,181109101,"2018-04-18","2018-04-18",2000,11,"Northeast",1132,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026",58,"M","H",101,"STREET","LOS FELIZ                    BL","GRIFFITH PARK                BL","{'longitude': '-118.277', 'latitude': '34.1139'}",23445,397,545,NA,7,3
"4785",34434,181917041,"2018-09-06","2018-09-06",1735,19,"Mission",1966,997,"TRAFFIC COLLISION","3004 3037 3029 3026 3101 3401 3701 4026",NA,"F","H",101,"STREET","PLUMMER                      ST","CEDROS                       AV","{'longitude': '-118.4464', 'latitude': '34.2386'}",19730,135,407,NA,3,59
"4786",206158,150216963,"2015-08-28","2015-08-28",1235,2,"Rampart",216,997,"TRAFFIC COLLISION","3101 3401 3701 3034 3004 3036 3026",27,"F","H",101,"STREET","KENT                         ST","ROSEMONT                     AV","{'longitude': '-118.2673', 'latitude': '34.0752'}",23444,470,789,NA,8,31
"4787",422316,111204065,"2011-01-01","2011-01-01",2335,12,"77th Street",1207,997,"TRAFFIC COLLISION","",30,"F","B",101,"STREET","49TH                         ST","HOOVER                       ST","{'longitude': '-118.2871', 'latitude': '33.9987'}",23668,739,989,7,13,2
"4788",355254,120114587,"2012-06-24","2012-06-24",1645,1,"Central",157,997,"TRAFFIC COLLISION","3101 3401 3701 3025 3006",37,"M","O",101,"STREET","WALL                         ST","8TH                          ST","{'longitude': '-118.2504', 'latitude': '34.0401'}",23075,703,1319,NA,9,76
"4789",46352,181513596,"2018-06-28","2018-06-23",1640,15,"N Hollywood",1549,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3701 4015",37,"F","B",101,"STREET","TUJUNGA                      AV","ALBERS                       ST","{'longitude': '-118.379', 'latitude': '34.1705'}",8488,NA,813,NA,5,13
"4790",430878,101121878,"2010-10-26","2010-10-26",40,11,"Northeast",1169,997,"TRAFFIC COLLISION","",99,"M","O",108,"PARKING LOT","FIGUEROA                     ST","ECHO                         ST","{'longitude': '-118.2029', 'latitude': '34.103'}",23673,375,588,NA,11,92
"4791",112513,171710261,"2017-04-29","2017-04-28",814,17,"Devonshire",1783,997,"TRAFFIC COLLISION","3003 3037 3034 3025 3101 3401 3701 4026 3002",34,"M","B",101,"STREET","VANALDEN","PRAIRIE","{'longitude': '-118.5492', 'latitude': '34.2392'}",18513,109,1538,NA,2,77
"4792",393841,110319060,"2011-08-20","2011-08-20",1745,3,"Southwest",378,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","VERMONT                      AV","39TH                         ST","{'longitude': '-118.2915', 'latitude': '34.0155'}",22724,729,977,7,13,32
"4793",366589,120807535,"2012-03-24","2012-03-24",1550,8,"West LA",822,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3101 3401 3701",NA,"M","O",101,"STREET","SUNSET","EL MEDIO","{'longitude': '-118.5333', 'latitude': '34.0488'}",25066,836,1391,NA,10,NA
"4794",119898,171508212,"2017-03-13","2017-03-13",915,15,"N Hollywood",1559,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",34,"M","W",101,"STREET","CAHUENGA                     AV","MAGNOLIA                     ST","{'longitude': '-118.3615', 'latitude': '34.1649'}",8488,214,338,NA,7,5
"4795",272956,140909642,"2014-04-28","2014-04-23",900,9,"Van Nuys",915,997,"TRAFFIC COLLISION","3011 3037 3034 3028 3030 3102 3401 3701 4026",60,"M","W",108,"PARKING LOT","VANOWEN                      ST","LENNOX                       AV","{'longitude': '-118.4455', 'latitude': '34.1939'}",19733,236,316,NA,5,18
"4796",412059,111210080,"2011-03-29","2011-03-26",1615,12,"77th Street",1213,997,"TRAFFIC COLLISION","0605",27,"F","H",101,"STREET","52ND                         ST","WILTON                       PL","{'longitude': '-118.3149', 'latitude': '33.9951'}",24027,742,1043,7,14,35
"4797",274798,140110332,"2014-04-08","2014-04-08",1135,1,"Central",118,997,"TRAFFIC COLLISION","3101 3401 3701 3011",NA,"M","O",101,"STREET","SPRING","SOTELLO","{'longitude': '-118.2291', 'latitude': '34.0688'}",22728,531,886,1,11,28
"4798",180488,161407196,"2016-02-17","2016-02-17",735,14,"Pacific",1425,997,"TRAFFIC COLLISION","3004 3026 3035 3036 3101 3401 3701 4027",55,"M","W",101,"STREET","STANWOOD                     DR","COLBY                        AV","{'longitude': '-118.4328', 'latitude': '34.0218'}",24031,893,843,9,10,27
"4799",66711,180906214,"2018-02-11","2018-02-11",1505,9,"Van Nuys",914,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3401 3701 4026",39,"F","H",101,"STREET","VANOWEN                      ST","SEPULVEDA                    BL","{'longitude': '-118.4662', 'latitude': '34.1939'}",19734,227,560,NA,3,18
"4800",357036,120314420,"2012-06-09","2012-06-09",650,3,"Southwest",356,997,"TRAFFIC COLLISION","",27,"M","O",101,"STREET","JEFFERSON                    AV","DENKER                       ST","{'longitude': '-118.3047', 'latitude': '34.0255'}",23079,690,912,7,14,32
"4801",325063,131207547,"2013-02-26","2013-02-26",1800,12,"77th Street",1255,997,"TRAFFIC COLLISION","3004 3026 3101",56,"M","B",101,"STREET","FLORENCE","RAYMOND","{'longitude': '-118.2981', 'latitude': '33.9746'}",23675,772,1161,7,14,35
"4802",326129,130607348,"2013-02-17","2013-02-17",1905,6,"Hollywood",625,997,"TRAFFIC COLLISION","4006 0605 3004 3030 3035 3037 3101 3401 3701",42,"M","W",101,"STREET","HIGHLAND                     AV","CAMROSE                      DR","{'longitude': '-118.3371', 'latitude': '34.1083'}",24033,408,717,NA,7,82
"4803",370164,121006794,"2012-02-27","2012-02-26",1800,10,"West Valley",1097,997,"TRAFFIC COLLISION","0605 3006 3037 3026 3101 3401 3701",NA,"M","W",101,"STREET","ESCALON                      DR","EMPANADA                     PL","{'longitude': '-118.5027', 'latitude': '34.139'}",19737,327,1558,NA,6,62
"4804",422195,112004046,"2011-01-02","2011-01-02",1215,20,"Olympic",2022,997,"TRAFFIC COLLISION","",41,"F","B",101,"STREET","5TH                          ST","WESTERN                      AV","{'longitude': '-118.3091', 'latitude': '34.0654'}",23081,593,879,NA,12,89
"4805",197837,150816556,"2015-10-23","2015-10-22",1930,8,"West LA",881,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4027",51,"F","W",101,"STREET","BUNDY                        DR","TENNESSEE","{'longitude': '-118.4502', 'latitude': '34.0294'}",24029,867,1128,9,10,50
"4806",294519,131224163,"2013-10-31","2013-10-29",1300,12,"77th Street",1267,997,"TRAFFIC COLLISION","3004 3026 3101",28,"F","B",101,"STREET","83RD                         ST","80TH","{'longitude': '-118.4357', 'latitude': '33.9607'}",25075,929,1141,10,10,16
"4807",441468,101418017,"2010-08-02","2010-08-01",30,14,"Pacific",1445,997,"TRAFFIC COLLISION","",63,"M","W",101,"STREET","BEETHOVEN                    ST","WASHINGTON                   BL","{'longitude': '-118.4379', 'latitude': '33.9949'}",24031,921,74,10,10,85
"4808",313437,131711167,"2013-05-31","2013-05-31",700,17,"Devonshire",1754,997,"TRAFFIC COLLISION","3028 3033 4017 3006 3030 3035 3037 3101 3401 3701",28,"F","X",101,"STREET","MAYALL                       ST","AMIGO                        AV","{'longitude': '-118.5384', 'latitude': '34.2533'}",18513,81,299,NA,2,77
"4809",2188,190808316,"2019-04-10","2019-04-10",950,8,"West LA",817,997,"TRAFFIC COLLISION","",46,"M","H",101,"STREET","KINROSS                      AV","WESTWOOD                     BL","{'longitude': '-118.4454', 'latitude': '34.0608'}",23442,847,1254,9,6,72
"4810",314479,131010181,"2013-05-22","2013-05-22",1255,10,"West Valley",1031,997,"TRAFFIC COLLISION","3003 3037 3026 3101 3401 3701 4026",69,"F","W",101,"STREET","TAMPA                        AV","VICTORY                      BL","{'longitude': '-118.5535', 'latitude': '34.1866'}",18909,292,313,NA,4,12
"4811",393092,111516759,"2011-08-30","2011-08-27",730,15,"N Hollywood",1504,997,"TRAFFIC COLLISION","",NA,"","",101,"STREET","VALERIO","LANKERSHIM","{'longitude': '-118.3878', 'latitude': '34.2049'}",8888,168,1273,NA,5,14
"4812",195704,151320752,"2015-11-04","2015-11-04",2110,13,"Newton",1353,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",64,"M","B",101,"STREET","VERNON                       AV","WADSWORTH                    AV","{'longitude': '-118.2588', 'latitude': '34.0039'}",22727,717,563,7,13,NA
"4813",403138,112012725,"2011-06-07","2011-06-07",2115,20,"Olympic",2029,997,"TRAFFIC COLLISION","0605",NA,"F","H",101,"STREET","3RD                          ST","VERMONT                      AV","{'longitude': '-118.2917', 'latitude': '34.0691'}",22721,584,1294,16,12,89
"4814",88003,170620584,"2017-10-01","2017-10-01",145,6,"Hollywood",646,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",22,"M","O",101,"STREET","HOLLYWOOD                    BL","WILCOX                       AV","{'longitude': '-118.331', 'latitude': '34.1016'}",23446,415,468,NA,8,82
"4815",268106,140211834,"2014-06-01","2014-06-01",1200,2,"Rampart",236,997,"TRAFFIC COLLISION","3101 3401 3701 3011 3030 3034",NA,"M","O",102,"SIDEWALK","BEVERLY                      BL","MOUNTAIN VIEW                AV","{'longitude': '-118.2694', 'latitude': '34.0663'}",23444,552,930,NA,8,31
"4816",304332,131714438,"2013-08-15","2013-08-15",50,17,"Devonshire",1791,997,"TRAFFIC COLLISION","3004 3036 3026 3034 3101 3401 3701 4026",49,"M","B",101,"STREET","PARTHENIA                    ST","WINNETKA                     AV","{'longitude': '-118.5725', 'latitude': '34.2282'}",4282,103,935,NA,4,66
"4817",418102,111906325,"2011-02-07","2011-02-07",2030,19,"Mission",1981,997,"TRAFFIC COLLISION","",24,"F","W",101,"STREET","ROSCOE                       BL","ORION                        AV","{'longitude': '-118.4721', 'latitude': '34.2214'}",18914,124,420,NA,3,73
"4818",110040,171412507,"2017-05-15","2017-05-14",2300,14,"Pacific",1406,997,"TRAFFIC COLLISION","3004 3024 3034 3036 3101 3401 3701 4027",28,"F","O",101,"STREET","PALMS                        BL","MENTONE                      AV","{'longitude': '-118.4096', 'latitude': '34.0259'}",23451,881,1358,9,6,74
"4819",361493,122109940,"2012-05-04","2012-05-04",1110,21,"Topanga",2158,997,"TRAFFIC COLLISION","3008 3037 3026 3101 3401 3701",NA,"F","H",101,"STREET","VARIEL                       AV","VICTORY                      BL","{'longitude': '-118.5928', 'latitude': '34.1884'}",4278,293,1107,2,4,49
"4820",434166,100816125,"2010-10-02","2010-10-01",2100,8,"West LA",835,997,"TRAFFIC COLLISION","",24,"F","O",101,"STREET","SEPULVEDA                    BL","PICO                         AV","{'longitude': '-118.4348', 'latitude': '34.0366'}",24029,869,814,9,6,75
"4821",454559,102109707,"2010-04-16","2010-04-16",1745,21,"Topanga",2187,997,"TRAFFIC COLLISION","",32,"M","W",101,"STREET","VENTURA                      BL","PARALTA                      AV","{'longitude': '-118.5907', 'latitude': '34.1667'}",19346,312,1491,6,4,49
"4822",337981,121120719,"2012-11-08","2012-11-08",1655,11,"Northeast",1123,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",29,"M","W",101,"STREET","LOS FELIZ                    BL","GLENFELIZ                    BL","{'longitude': '-118.2685', 'latitude': '34.1235'}",23670,395,566,NA,8,42
"4823",110058,170709942,"2017-05-13","2017-05-13",1915,7,"Wilshire",734,997,"TRAFFIC COLLISION","3003 3025 3029 3035 3037 3102 3401 3701 4027",76,"M","W",101,"STREET","3RD                          ST","FAIRFAX                      AV","{'longitude': '-118.3614', 'latitude': '34.0716'}",23667,626,1086,NA,7,26
"4824",464702,101505586,"2010-01-24","2010-01-24",30,15,"N Hollywood",1547,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","BURBANK","COLFAX","{'longitude': '-118.3877', 'latitude': '34.1722'}",8488,192,813,NA,5,13
"4825",82690,171017991,"2017-11-01","2017-11-01",2300,10,"West Valley",1007,997,"TRAFFIC COLLISION","4010 3026 3004 3029 3101 3401",43,"M","A",101,"STREET","LOUISE                       AV","STAGG                        ST","{'longitude': '-118.5099', 'latitude': '34.2121'}",18514,252,259,NA,2,65
"4826",330224,131405038,"2013-01-14","2013-01-14",1650,14,"Pacific",1413,997,"TRAFFIC COLLISION","4014 3004 3030 3035 3037 3101 3401 3701",NA,"M","W",101,"STREET","HAMPTON                      DR","SUNSET                       AV","{'longitude': '-118.4754', 'latitude': '33.995'}",25073,907,1354,10,10,30
"4827",252620,140619760,"2014-09-28","2014-09-27",2310,6,"Hollywood",647,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3102 3401 3701 4027",NA,"M","O",108,"PARKING LOT","GOWER                        ST","HOLLYWOOD                    BL","{'longitude': '-118.3224', 'latitude': '34.1017'}",23446,427,573,NA,8,64
"4828",417826,110606930,"2011-02-09","2011-02-09",725,6,"Hollywood",659,997,"TRAFFIC COLLISION","",23,"M","H",101,"STREET","SERRANO                      AV","SUNSET                       BL","{'longitude': '-118.3071', 'latitude': '34.0981'}",23445,428,456,16,8,58
"4829",261342,141514498,"2014-07-24","2014-07-24",520,15,"N Hollywood",1562,997,"TRAFFIC COLLISION","3006 3037 3030 3025 3101 3401 3701 4026",NA,"M","O",101,"STREET","MOORPARK                     ST","LAUREL CANYON                BL","{'longitude': '-118.3965', 'latitude': '34.1504'}",8492,345,1340,NA,5,84
"4830",364067,121008982,"2012-04-13","2012-04-13",1850,10,"West Valley",1037,997,"TRAFFIC COLLISION","3004 3030 3037 3101 3401 3701 3102",26,"F","B",101,"STREET","VICTORY","BALBOA","{'longitude': '-118.5011', 'latitude': '34.1866'}",19734,2337,1223,NA,3,62
"4831",419121,110805290,"2011-01-30","2011-01-30",1200,8,"West LA",808,997,"TRAFFIC COLLISION","",44,"M","W",101,"STREET","HIGHLAND GORGE","MONTE PLACENTIA","{'longitude': '-118.4151', 'latitude': '34.096'}",24346,826,794,NA,7,81
"4832",449525,102111749,"2010-05-26","2010-05-26",1210,21,"Topanga",2189,997,"TRAFFIC COLLISION","",46,"M","B",101,"STREET","VENTURA                      BL","KELVIN                       AV","{'longitude': '-118.5859', 'latitude': '34.1665'}",19346,311,1490,6,4,49
"4833",457094,101008195,"2010-03-25","2010-03-25",1555,10,"West Valley",1021,997,"TRAFFIC COLLISION","",NA,"","",101,"STREET","TAMPA","VANOWEN","{'longitude': '-118.5535', 'latitude': '34.1939'}",18909,265,1467,NA,4,12
"4834",162017,160117858,"2016-06-28","2016-06-16",1230,1,"Central",154,997,"TRAFFIC COLLISION","3101 3401 3701 3008 3603 3029 3025",26,"M","H",101,"STREET","6TH                          ST","MAIN","{'longitude': '-118.2499', 'latitude': '34.0453'}",23074,542,527,NA,9,76
"4835",192605,151719856,"2015-12-01","2015-11-25",900,17,"Devonshire",1787,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",NA,"F","H",101,"STREET","NORDHOFF                     ST","ZELZAH                       AV","{'longitude': '-118.5231', 'latitude': '34.2357'}",18514,106,1424,NA,2,87
"4836",445849,101814259,"2010-06-25","2010-06-25",1440,18,"Southeast",1822,997,"TRAFFIC COLLISION","",38,"M","H",101,"STREET","BROADWAY","93RD","{'longitude': '-118.2781', 'latitude': '33.9519'}",22352,804,1172,7,14,45
"4837",64130,181208288,"2018-02-27","2018-02-27",1130,12,"77th Street",1232,997,"TRAFFIC COLLISION","4025 3037 3006 3028 3030 3101",60,"M","H",101,"STREET","59TH                         ST","10TH                         AV","{'longitude': '-118.3286', 'latitude': '33.9872'}",23674,753,1035,7,14,24
"4838",198120,150516911,"2015-10-21","2015-10-20",1140,5,"Harbor",513,997,"TRAFFIC COLLISION","3004 3028 3030 3101 4005 0605",NA,"F","X",101,"STREET","L                            ST","FIGUEROA                     ST","{'longitude': '-118.2816', 'latitude': '33.786'}",3350,956,1201,NA,15,29
"4839",373380,121705626,"2012-02-01","2012-02-01",1740,17,"Devonshire",1791,997,"TRAFFIC COLLISION","3026 3101 3401 3701 3004",31,"M","W",101,"STREET","DE SOTO","PARTHENIA","{'longitude': '-118.5885', 'latitude': '34.2282'}",4279,103,372,NA,4,66
"4840",150581,160916348,"2016-08-30","2016-08-29",1830,9,"Van Nuys",941,997,"TRAFFIC COLLISION","3004 3030 3028 3037 3101 3401 3701 4026",40,"F","O",101,"STREET","BURBANK                      BL","NOBLE                        AV","{'longitude': '-118.4618', 'latitude': '34.1721'}",19735,247,666,NA,7,83
"4841",39705,181515615,"2018-08-04","2018-08-04",1200,15,"N Hollywood",1557,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3102 3401 3701 4026 3032",27,"M","W",108,"PARKING LOT","VINELAND                     AV","MAGNOLIA                     BL","{'longitude': '-118.3704', 'latitude': '34.1649'}",8488,210,553,NA,5,13
"4842",299115,131221758,"2013-09-24","2013-09-24",1530,12,"77th Street",1204,997,"TRAFFIC COLLISION","3004 3026 3030 3101",NA,"F","B",101,"STREET","47TH                         ST","BUDLONG","{'longitude': '-118.2954', 'latitude': '34.0007'}",23668,740,1154,7,13,2
"4843",464207,100205450,"2010-01-28","2010-01-28",650,2,"Rampart",222,997,"TRAFFIC COLLISION","",NA,"M","O",101,"STREET","CLINTON                      ST","JUANITA                      AV","{'longitude': '-118.2905', 'latitude': '34.0818'}",22721,455,507,16,8,58
"4844",42266,180119009,"2018-07-19","2018-07-18",2145,1,"Central",153,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026",23,"M","A",101,"STREET","600 S  SPRING                       ST","","{'longitude': '-118.252', 'latitude': '34.0467'}",23074,541,683,NA,9,76
"4845",309477,131313955,"2013-07-02","2013-07-02",2230,13,"Newton",1309,997,"TRAFFIC COLLISION","0605 3101 3401 3701 3004 3036 3026",36,"F","H",101,"STREET","ALAMEDA                      ST","20TH                         ST","{'longitude': '-118.2396', 'latitude': '34.018'}",24353,533,1287,7,9,76
"4846",56322,180111937,"2018-04-19","2018-04-18",1855,1,"Central",192,997,"TRAFFIC COLLISION","3101 3401 3701 3016 3026 3036",21,"F","B",101,"STREET","FLOWER                       ST","WASHINGTON                   BL","{'longitude': '-118.2708', 'latitude': '34.0338'}",23076,694,660,7,13,76
